Oocyte..1.RPKM.	Oocyte..2.RPKM.	Oocyte..3.RPKM.	Zygote..1.RPKM.	Zygote..2.RPKM.	Zygote..3.RPKM.	X2.cell.embryo.1..Cell.1.RPKM.	X2.cell.embryo.1..Cell.2.RPKM.	X2.cell.embryo.2..Cell.1.RPKM.	X2.cell.embryo.2..Cell.2.RPKM.	X2.cell.embryo.3..Cell.1.RPKM.	X2.cell.embryo.3..Cell.2.RPKM.	X4.cell.embryo.1..Cell.1.RPKM.	X4.cell.embryo.1..Cell.2.RPKM.	X4.cell.embryo.1..Cell.3.RPKM.	X4.cell.embryo.1..Cell.4.RPKM.	X4.cell.embryo.2..Cell.1.RPKM.	X4.cell.embryo.2..Cell.2.RPKM.	X4.cell.embryo.2..Cell.3.RPKM.	X4.cell.embryo.2..Cell.4.RPKM.	X4.cell.embryo.3..Cell.1.RPKM.	X4.cell.embryo.3..Cell.2.RPKM.	X4.cell.embryo.3..Cell.3.RPKM.	X4.cell.embryo.3..Cell.4.RPKM.	X8.cell.embryo.1..Cell.1.RPKM.	X8.cell.embryo.1..Cell.2.RPKM.	X8.cell.embryo.1..Cell.3.RPKM.	X8.cell.embryo.1..Cell.4.RPKM.	X8.cell.embryo.2..Cell.1.RPKM.	X8.cell.embryo.2..Cell.2.RPKM.	X8.cell.embryo.2..Cell.3.RPKM.	X8.cell.embryo.2..Cell.4.RPKM.	X8.cell.embryo.2..Cell.5.RPKM.	X8.cell.embryo.2..Cell.6.RPKM.	X8.cell.embryo.2..Cell.7.RPKM.	X8.cell.embryo.2..Cell.8.RPKM.	X8.cell.embryo.3..Cell.1.RPKM.	X8.cell.embryo.3..Cell.2.RPKM.	X8.cell.embryo.3..Cell.3.RPKM.	X8.cell.embryo.3..Cell.4.RPKM.	X8.cell.embryo.3..Cell.5.RPKM.	X8.cell.embryo.3..Cell.6.RPKM.	X8.cell.embryo.3..Cell.7.RPKM.	X8.cell.embryo.3..Cell.8.RPKM.	Morulae..1..Cell.1.RPKM.	Morulae..1..Cell.2.RPKM.	Morulae..1..Cell.3.RPKM.	Morulae..1..Cell.4.RPKM.	Morulae..1..Cell.5.RPKM.	Morulae..1..Cell.6.RPKM.	Morulae..1..Cell.7.RPKM.	Morulae..1..Cell.8.RPKM.	Morulae..2..Cell.1.RPKM.	Morulae..2..Cell.2.RPKM.	Morulae..2..Cell.3.RPKM.	Morulae..2..Cell.4.RPKM.	Morulae..2..Cell.5.RPKM.	Morulae..2..Cell.6.RPKM.	Morulae..2..Cell.7.RPKM.	Morulae..2..Cell.8.RPKM.	Late.blastocyst..1..Cell.1.RPKM.	Late.blastocyst..1..Cell.2.RPKM.	Late.blastocyst..1..Cell.3.RPKM.	Late.blastocyst..1..Cell.4.RPKM.	Late.blastocyst..1..Cell.5.RPKM.	Late.blastocyst..1..Cell.6.RPKM.	Late.blastocyst..1..Cell.7.RPKM.	Late.blastocyst..1..Cell.8.RPKM.	Late.blastocyst..1..Cell.9.RPKM.	Late.blastocyst..1..Cell.10.RPKM.	Late.blastocyst..1..Cell.11.RPKM.	Late.blastocyst..1..Cell.12.RPKM.	Late.blastocyst..2..Cell.1.RPKM.	Late.blastocyst..2..Cell.2.RPKM.	Late.blastocyst..2..Cell.3.RPKM.	Late.blastocyst..2..Cell.4.RPKM.	Late.blastocyst..2..Cell.5.RPKM.	Late.blastocyst..2..Cell.6.RPKM.	Late.blastocyst..2..Cell.7.RPKM.	Late.blastocyst..2..Cell.8.RPKM.	Late.blastocyst..2..Cell.9.RPKM.	Late.blastocyst..2..Cell.10.RPKM.	Late.blastocyst..3..Cell.1.RPKM.	Late.blastocyst..3..Cell.2.RPKM.	Late.blastocyst..3..Cell.3.RPKM.	Late.blastocyst..3..Cell.4.RPKM.	Late.blastocyst..3..Cell.5.RPKM.	Late.blastocyst..3..Cell.6.RPKM.	Late.blastocyst..3..Cell.7.RPKM.	Late.blastocyst..3..Cell.8.RPKM.	gen
212.2	163.2	139.7	199.8	215.7	200.8	237	216.3	200.9	154	225.5	214.6	94.8	142.6	111.7	186.2	126.7	150.2	119.1	158.9	133.4	177.8	127.2	126.1	18.7	24.9	33	34.6	43.1	37.6	62.5	38	54	32.1	32.4	36.7	14.4	29.4	41.3	32.5	17.3	2.1	28.8	27.3	124.8	53.5	3.2	116.9	63.8	53.9	73.2	0.1	126.5	108.1	99.8	79.9	140	48.4	52.1	131.3	0.1	12	0	6.8	0	0.9	22.6	14.5	1.8	0.4	32.3	0	8.2	15.4	19.3	0	0	35	0	0	0.2	0	0	33	0	60.4	0	0	1.4	0	MAEL
7.7	8.9	6.4	36.5	28.8	24.2	21.4	21.9	27.8	31.8	21.9	24.8	27	33.8	46.5	15.2	14.3	17.6	23.8	22.1	34.1	16.9	25.9	28.3	13.3	29.6	14.4	43	0	5.9	3.3	0	0	0	3.4	2.3	4.8	0	7.3	6.4	5.4	19.6	0	0	0.7	0	0	2.9	4.8	0.5	1.8	0	0.1	0	0.2	0	3.9	4	0.5	0	0.1	1.4	3.5	0	0	1.8	0	0.5	1.5	0	1.5	5.2	0.3	0	0	6.3	12.2	1.8	0.1	0	0.5	0.4	0	1.2	0.2	0.4	0.8	0	0	0	C1orf56
8.8	8.2	9.1	18.5	16	17.4	10	11.6	13.7	14.2	13.1	11.8	18.1	27.2	19.8	19.2	14.8	22.8	15.8	14.9	24	27.2	26.2	30.4	4.8	13.6	12.7	5.4	0.6	3.2	3.8	4	4.6	3.9	0	1.6	0.2	0.5	0.1	1.6	1.2	2.5	1.3	3.7	1.2	0	27.6	0.1	0	0	0	13	1.2	0.2	0	0	0.2	0.3	1.1	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0.6	0	0	0	0	0	0	0.2	0	0	0	0	0	ADAMTS9
0.8	0.7	0.7	0.6	1	1	0.2	0.6	0.3	0.6	0.8	0.7	5.8	3.8	0.2	0	2.5	2.3	0	1.9	1.3	0.2	1.3	2.7	1.9	0	0	0.6	0	0	0	0	0	0	0	0	0.1	0	0	0	0.8	0	0	0	1.3	0	0	0	0	0.3	0	0	0	0	0	0.1	0.1	0	0	0	17.4	2.1	6.6	17.2	17.6	43.4	6	21.1	16.4	6.6	11.6	15.4	2.3	0.2	0.3	6.3	56.1	18.7	7.9	9.4	2.1	0.2	0	0.8	9.6	3.2	12.1	12.8	4.3	31.5	MMAB
11.5	12.2	18.5	1.9	2.5	2.9	5.6	4	4.8	5.7	6.7	5.6	13.4	20.1	18.4	3.7	4.8	7	15	8.5	10.7	12	8.5	6.6	9.8	0	7.1	8.4	0	0	0	0.5	0	0	0	0.3	0	11.8	0	0.2	0	0.7	0	0	1.7	0	0	2	1.9	0	2	0	2.1	0	0	0	0.4	0	0.9	0	0.3	0	0	0	0	2.3	0	0	0.2	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6	0	0	0	0	LPPR2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	1.5	0	0	0	0	0	2.1	0	0	6	0	0.7	6.3	1.6	0.1	0	3.4	0.6	0	0.6	0	0	0	0.4	0	0	25	29	1.2	8.8	10.5	27.2	57.7	0.7	15.2	1	27.6	1.5	30.2	25.8	20.1	21.4	0	13.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RNASE10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8	0.9	21.6	84.3	2.2	1.4	0.9	0.2	19.8	11.4	23.1	18	0	0	29.1	52.1	17	38.9	1.3	111.6	10.4	0	0.6	52.7	0	0	27.5	16.5	40.8	ODAM
17.2	27.3	21.3	36	37.7	25.9	19	18.2	17	16.7	23.4	20.4	31.3	15.3	36.1	18.8	10.4	39.9	26.2	37.8	24.4	29.5	23.1	20.7	25.3	3.4	12.8	6.7	0	8.1	0.3	0.6	0.5	0	0.7	5.2	0.5	0.3	5.8	3	2.3	0.1	0	0	2	1.5	0	0.1	0	0	0	0	5.4	0.2	0	0	0	0	0	0	0.3	4.6	12.7	0	11.9	2.9	9.8	6	0	0.2	0.4	0.6	3.4	0.6	0.9	6.3	3.9	0.3	17.5	9.5	0.3	0.7	3.7	2.4	0.7	10	0	0.7	19.8	1.5	ANKRD46
0	0	0	0	0	0	0	0	0	0	0	0	5.3	17.8	9.5	10.9	68.2	3	22	2.3	18.2	6.5	6.1	7.6	870.2	656.2	1028.6	909.2	1497.6	2347.3	1377.3	1185.4	2377	1600.9	1022.9	698	1133.9	1105.4	1194.3	2143.1	1309	1424.3	1880	938.4	287.4	126.5	2.8	285.9	96.3	160.9	133.9	1.3	329.7	328.5	408.7	408.3	344.5	757.8	761.5	236.2	0	0	0	0	0	0	0	0	0	0	0	0	0.3	1.7	21.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF5
78.5	68	71.4	62	55.6	41.5	56.5	50.9	58.5	62.5	57.7	52.5	78.8	106	81.3	81.9	52.3	71.8	63.8	54.8	70	54.7	76.9	79.4	40.5	36.1	63.1	29.1	7.2	11.8	9.2	4.1	8.5	3.7	9	5.7	28.6	17.6	17.7	25.6	17.7	31.7	24.6	18.2	15.6	3.2	48.5	5.8	1.7	0	4.2	7.7	0.4	0.6	0	3.3	0	1.3	0.9	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CCDC27
78.2	99.1	111.7	80	100.1	85.6	79	92.4	122.1	119.7	108.1	95.3	96.6	124.6	103.1	145.4	146.6	139	149.2	140.4	110.1	109.8	106.9	89.8	84	131.6	108.1	95	15	35.6	30.6	6.7	12.5	12.4	14.1	40.7	35.9	22.5	12.6	18.2	13.6	10.4	16.3	2.1	0	0.2	103.1	7.1	1.4	1.2	1.3	72.5	0	0	1.3	0.1	2.1	1.9	1.8	0	0.1	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GDAP1
0	0.2	0.2	0.2	0.3	0	0	0.2	0.3	0.3	0	0	0	0	0	0	2.9	0	0.2	0	0.4	1.6	1.3	1.3	0	0.2	0	0.2	0	0.2	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.3	0	0.2	0	0	0	0.6	0	0	3	0	0	0.6	16	6.3	14.3	12.4	3.8	5.6	9.1	6.6	20	11.2	12.3	6.5	12.8	24.4	4.7	5.9	12.5	14.4	16.4	1.2	16.6	23	0.8	10.1	7.1	7.5	29.2	15	41	16.3	PHKA1
1.9	1.2	1.9	9.6	7.5	8.5	8	7	6	7	4.7	4.8	7.9	5.3	0.3	2.1	0.3	2.2	8.2	5.3	12.2	6.2	11.9	8.8	4.9	7.2	0.1	9	0	0	0.3	0	0	0	1.8	0	6.2	0	0	0	0	0.1	1	0	0.2	0	0	0	0	0	0	0	0	0	0	1.6	0	0.6	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	2.2	0	0	0	0	0	0	0	0	0	0	0	0	MAP6D1
354.2	340.7	320	224.9	316.9	343.7	314.1	281.1	369.1	332.4	541.6	486	351.5	349.8	419.8	329.3	534.3	334.4	530.2	408.9	405	413.1	385.8	382.9	467.3	307.8	503.2	458.9	8	22.6	10.8	11.6	17.1	7.3	9.2	28.8	24.7	22.6	17.8	28	40.4	21.5	22.1	13	6.3	1.3	4.4	0.5	1.9	1.6	0.2	0	0.9	0.3	4.3	1.6	0	2.7	1.8	2.4	0.3	1.1	2.4	0	11.5	0	0	0	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.5	0	0	0	TPRXL
3	4.8	3.3	4.9	6.4	9.9	4	4.8	5	3.4	3.1	3.7	5.5	5.1	11.7	3.7	12.5	9.8	8	8.5	6.6	1.4	6.3	3.5	1.4	3.9	7.2	3	0.9	0.7	1	1.9	0	0	1.8	0	4.6	1.2	1.1	1.3	3.6	0	0.6	1.5	5.8	0	0	2.7	0.5	0	0	14.3	0	1.3	0	0	0	0.8	0	0.6	0	0	0	0	0	0	0.1	0	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GALC
0.2	0.3	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.1	0	0	0	0	0	5.4	13.7	1.3	15.4	6.5	4.4	7.8	8.9	7.9	0	0.2	3.3	0	1	0	4.6	0.5	3.1	0	2.4	19	11.1	0	6.5	16.5	18.5	8	0.3	11	7.1	0.3	1.9	4.4	6.7	8.5	8.5	181.8	62.4	20.1	122.7	13.9	118.3	114.8	36.9	114.5	85.5	82.8	137.4	32.4	2.1	24.9	124.6	68.7	57.4	79.8	25.3	13.1	133.5	21	0.5	115.6	0.7	6.2	23	181	34.9	SMPDL3A
0.8	1.1	1.9	0.5	0.3	0.6	0.7	0.2	0.6	0.6	0.3	0.3	0	0	0	0	0	0	1.1	0	0.5	0	0.2	0.8	0	0	0	0	2.2	0.1	0.6	0	0.1	0.5	0	0	0	0	0	0.4	0	0	1.9	0	0.7	0.1	0	1.6	3.1	0.2	0.7	0	0.7	0.3	0	0	1.4	0	2.6	0.4	10.4	19.5	1.2	1.8	7.4	24	11.1	6	5	3.7	5	5.5	0.5	0.3	0.6	9.6	13.7	23.4	15.1	0.4	57.5	2.7	0	0	10.3	0	7.1	9.2	7.1	14.1	SLC12A9
2.7	3.1	5	16	14.9	18.1	14.1	14.6	17	15.4	11.5	11.6	7.6	2.2	10.2	6.9	5	12.8	11.4	12.9	14.7	11	17.2	13.8	0.2	0.4	7	0.4	1.5	0.2	1.7	0.7	3.9	0.2	0.2	2	2.1	3.8	0.9	1	0	4.6	0	1.6	0	0	0	0.1	0.7	5.9	0	0.5	1.7	0.4	0.5	4.1	0	0.3	1.5	2.2	0	0	0	0	0	0	0	1.6	3.2	0	0	0	0	0.2	0	0	0	0	2.4	0	0	0	0	0.2	0	0	1.6	0	0	1	AGFG2
4.7	23.3	14.4	1.4	5.7	1.9	0	0.2	0	0	1.8	2.1	0	0.6	0	0.9	6.6	0	14.6	1.6	2.7	0	3	3.1	28.8	39	47.2	31.5	9.3	24	35.4	16.6	13.8	21.8	26.7	18.2	61	112.8	133.9	45.5	127.7	159	41.9	118.9	0.4	0.1	94.7	10.2	1.8	0	4.4	0	2.1	6.2	0.3	0.5	2.3	4	3.1	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CCK
0.7	1.2	0.6	1.3	1.7	1	1.5	1.1	0.7	1.6	1.5	0.6	4	3.7	0.4	0	0.4	0	1	0	1.7	1.2	5.5	1.5	0.5	3.6	2.1	6.9	6.7	6.8	6.5	10.7	6.5	4.9	3.5	3.3	10.2	10.7	15.8	13.4	7.4	7.8	7.1	14.4	6.4	3.4	3.3	0.9	1.2	0.5	2.2	0.1	1.8	5.9	3.3	0	1.1	1.5	3.5	2.6	0	0	0	0	8.1	0.3	0.2	2.6	0	0.1	0.9	0	0	0	0	0	0	0	0	2.1	0	0	0	0.4	0.7	0	0	0	0	0	ANUBL1
4.2	2.8	4.7	5	8.2	5.2	4.8	4.6	7.2	6.6	2.2	2.9	13.1	4	1.9	4.9	2.9	0.9	5.7	3.2	5.1	4.6	8.3	9.9	0.6	0.6	8.3	10.1	0.4	0	1.1	0.1	0	0	0	0.2	0	0	0.1	0.5	4.3	0.2	0	0	0.1	0	0.3	0	0.1	0.2	0	1.1	0	0	0.1	0.1	0	0	0.2	0.1	0.2	0.3	0.9	0.1	0.4	0.5	0.1	0.3	0.2	0	0.2	0.2	0.3	0.3	0.4	0.3	0	0	0.3	0.5	0.1	0.1	0	0	0	0	0	0	0	0.1	RPH3AL
7.4	5.6	6	5.7	9.2	3.5	6.9	7.5	5.9	8.8	4.7	3.5	9.9	10.2	0	0	6.7	9.4	5.1	8.1	8.8	10.1	6.1	3.7	0	0	0	1.7	0	3.7	1.4	0	0	0.1	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0.4	4.6	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	THRSP
0.6	1.6	1.9	16.5	13.6	13.8	12.5	14.5	15.8	15	5	6.3	15.6	8.7	9.7	5	5	4.8	13.5	10.7	6.8	16.2	10.6	10.7	7.3	8.1	5.3	4.1	3.2	0	3.2	0	0	0	0	0.1	0.3	0	0	0	0	0	0	0	0.3	0	0	1.2	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BHLHB9
177.2	150.7	161.1	154.7	180.2	163.5	189	187.3	194.4	200.5	174.3	180.1	196	201.1	177.9	206.9	124.2	131	114.1	118.9	176.7	181.3	148.7	148.2	78.7	82.4	78.1	92.8	9.7	10	11.1	11.9	9.4	8.1	12.6	25.3	23.4	21.7	34.7	29.5	22.2	18.2	36.9	13.6	4.8	2	54.5	6.9	3.9	4.8	0.2	146.6	3.4	0.3	0.1	1.1	4.2	2.3	6.4	0.8	0.4	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	DCDC2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0.5	0.2	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0.9	3.8	4	0.2	0	0	2.5	0	36.1	5.2	1.2	46.7	43.7	13.4	17	45	9.5	18.8	2.1	71.2	11.4	5.1	0.2	57	35.5	94.4	13.5	0.8	102.2	42.1	0.2	3	103.1	0.3	7.3	28.5	25	20.5	RAB31
74.8	89.6	80.3	115.7	124.9	111.1	81.3	82.5	83.1	56.1	94.6	93.5	58.6	68.2	42.7	68.6	62.5	111.2	53.3	121.2	52.4	80.4	63.3	60.3	19.7	20.1	12	5.7	18.1	15.5	15.9	24.2	16	13.6	26.9	18	16.5	9.2	12.6	19.1	11.7	0.3	16.7	27.7	1.5	3.2	56	12.3	7.8	0.8	22.2	1.2	19.6	47.7	6.3	0.4	0.8	4.3	3.3	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	DDX4
3	2.2	2.1	1.5	1.5	1.1	0.3	0.9	1.1	0.7	1.9	2.2	0.8	0	0.4	0	0	3.2	3.2	0	1.4	0.8	2.3	0.6	17.1	13.5	15.1	14.4	90.2	184.9	102.2	77.5	59.1	70.7	92.6	42.7	46.3	45.5	69.8	81.9	106.4	79.6	105.1	55.6	80.7	17.3	30.8	47.3	32.2	33.3	20.4	13.6	35.8	18.9	86.4	61.3	11.8	40.4	28	11.3	0	0	10.7	0.2	2.1	0.1	1.6	0	0	0	1.1	0.2	2.5	2.6	0.3	2.2	0.4	0	0	0.9	0	0.8	25.5	0	8.3	0.4	0	0	4	0.5	STAG3L3
1.6	1.7	0.9	3.9	2.7	3	2.2	1.6	3.1	2.1	2.8	3.4	5.2	8.7	9.7	21	15.4	5.9	4.4	5	5.1	9.1	9.3	6.3	10	0.8	0	2.7	0	0	2.1	0	0	0.2	0	2.1	0	0	0	1.1	0	2.4	0	0.1	0	0	0	0.2	0	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AP3B2
5.3	8.9	8.9	9.2	10.7	8.8	7.7	6	10.4	5.5	4.7	5.3	16.1	13.2	10.4	22.8	9	16.3	13.6	11.8	7.1	10.5	11.5	8.2	41.4	19.5	5.3	12	0	2.4	3.2	3.8	1.4	0	2.3	0.8	0	0.1	0	0.6	1.9	0	2.1	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	EFHC2
11.6	14.7	13.5	10.8	11	11	9.6	10.1	9.5	10.1	9.8	8.8	14.9	11.2	20	7.5	10.9	4.8	10	7.2	10.1	15.2	9.8	10.6	5.3	7.7	4.4	4.6	5.7	0	6.7	8.7	4.4	1.5	5	5.6	0.9	0	3.5	1.7	5.7	2.9	4.8	2.4	0.9	11.1	8.1	4.1	0.8	9.4	1.8	0	6.5	4.9	4.2	3.8	0.7	3.7	3.2	0.5	0	1.3	2.7	0	2	2.1	0	3	5	9	1.3	3.8	0.7	0	0	2.5	0	0.7	8.7	0	0.1	8.4	11.5	1.1	6.9	0	0.8	0	1.3	0.1	CCDC93
0	0	0	0	0	0	0	0	0	0	0	0	12	10.9	7.2	3.3	82.8	3	23.5	2.1	9.4	13	8.9	11.3	781.6	505	800.3	710.6	626.6	1169.2	690.5	545.7	988.2	590	369	305	617.5	552.4	500.7	1338.1	796.8	928.9	1065.3	466.6	92.4	46.7	0.6	114.3	27.9	63.9	51.3	0	235.6	144.8	221	253.8	179.8	610	241.9	178.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF11
14.8	16	15.2	8.2	5.8	5.1	6.8	7	7.1	7.2	5.4	4.9	1.5	0.7	14.9	1.2	4.6	7.5	6.2	8	8.4	8.3	11.7	6.1	0.2	0.5	0.8	3.3	0	0	0	0	0	0	0	1.2	0	0	2.5	0.2	0	0	0	0	0	0	1.4	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	FAM179A
46.1	58.8	67.7	36.2	38.9	28.3	48.4	38.2	44.2	38.1	38.8	38.8	25.3	28.2	26.7	15.1	18	29.2	22.1	21.2	32.6	31.6	32.2	31.4	15.5	10.5	9.3	9.4	1.1	1.6	3.2	0	0	1.8	1.1	1	4.2	1.7	3.6	4.7	5.2	4	1.4	4.2	0.5	2.4	0.1	0.4	0.1	0	0	0	0	0.6	0	1	0	1.1	0.4	0.4	0	0	0	0	0.8	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	TNFSF12-TNFSF13
93.8	87.6	80.8	86.6	60.1	74.4	68.7	80.5	72.7	72.8	61.5	63.2	108.8	63.3	58.1	56.6	63.1	80.3	74.9	85.6	65.7	70.9	61.3	59.8	47.2	78	58.9	58	17.5	30.5	26	24.2	16.9	16	14.2	31.1	46.4	46.8	35.3	27.9	38.5	19	23.7	16.5	26.9	4.4	189.9	5.4	2.1	6	7.2	165.4	4.2	3.6	9	5.9	8.3	2	3.8	10.3	0	8.2	5.7	0.9	31.7	0.4	3.2	0.2	3.8	2.9	4.4	9.3	1.4	0	0	2.3	0	10.8	0	0	0	0	13	0	7.3	3.7	0	0	4	3.5	CLOCK
8.8	11.6	11.3	16.7	13.9	14.3	10.3	9.3	10.9	9.7	10.5	10.5	11.6	11.7	15.1	8.8	10.3	7.6	3.7	3.6	5.8	9.4	7.2	4.3	4	1.5	9.1	6.4	4.9	0.6	2.9	2.4	0.1	2.6	0.9	4.9	2.5	0.4	1.9	2.3	0	0	6.3	2.1	2.7	6.7	0.5	2.2	5.1	2	0.3	0	1.4	1.7	0.1	0	0	1	0	0.7	0	4.4	2.2	0.1	0	0	0	0.8	19.2	0.2	3.5	4.7	0	0	0.1	0.5	6.4	4.3	0	0	0	0	0	2.2	11.1	0	0	0	1.7	0	C14orf135
40.1	49.3	46.8	10.4	16.6	17.1	10.5	10.5	11.9	11.8	13.4	10.7	27.8	17.8	14.7	21.5	18.2	11.7	17.7	16.8	19.1	29.1	21.5	16.5	3.6	6	8.7	5.1	0.6	1.7	0	0	0	0.9	0.1	1.9	0.1	0.8	1.9	0.2	0	0	0	0	5.3	0.4	0	0.8	1.7	0.2	0.2	0	0.4	1.2	0	0	0	0	0.1	0.3	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KIFC3
1.7	2	2.7	4.6	6.3	7.9	3.5	3.4	3	3	2.1	1.7	5	4.3	6.8	6.8	4.3	8.4	7.9	7.7	8.9	11.3	7.2	8.8	3.9	5.4	2.9	0.9	2.3	3	2.8	0	0.2	0	0	1.3	2.9	2.5	0.2	0.8	1.5	1.5	1.2	1.8	1.6	0	0	0	0.2	0	0	1.5	0	0	0	0.2	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	PTPRD
5.1	5.2	5.9	19.3	16.9	14.6	15.1	15.3	18.2	15.5	26.3	24.8	26.2	20.7	24.1	43.6	29.9	31.1	15.7	31.1	21.8	17.9	16.2	14.1	5.7	7.6	8.7	0	4.1	3.8	10	0.8	9.2	2.3	4.8	8.7	0.4	3	0.1	3.1	3.1	5	7.2	1.3	17.6	6.3	0	7.3	8.2	2.2	6.8	0	1.4	6.8	6.1	5.5	5.7	2.7	7.3	5.6	0	0	0	0.5	0	0	0	0.7	0	0	0	0	0	0	1	0	0	0	0	0.3	0	0	18.8	0	0	0	0	0	0.3	0.3	ZNF229
1.6	2.7	1.6	5.1	4.7	2.5	2.2	2.7	1	2.7	1.2	1.3	2.5	0	6.1	1.5	0	3.9	1.6	3.2	3.8	0.9	6.1	4.1	0	0	0.7	0	0	2	0.2	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GLYATL3
4.3	3.3	4.7	29.4	35.4	26.8	34.4	29.8	25.8	22.2	24.9	27.1	71.6	19.5	49.8	85.4	47	14.8	29.4	32	32.8	28.5	49.3	58.8	25.1	26	17.1	14.5	4.4	3.5	2.5	3.9	0.1	0	0	0	0.7	0	0	3.5	0.5	6.4	9.7	0	2.6	1.3	3.2	0.7	0	0	0	0	0	0.4	0	0	0	0	2.1	0	0	0	2.8	4.2	0	0	0	1.7	0	0	0.2	3.4	0	0	0	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0	0	IL3RA
27	35.3	33.5	13.4	12.4	13.7	12.1	12.7	13.2	8.5	8.7	8.6	10.7	19.5	17.7	10.6	11.3	27.7	16.9	29.6	22.4	13.6	17.2	19	8.5	3.5	7.7	6.7	0	1.5	0.5	0.5	0.2	0	0	0.2	2.6	1.4	0	3.6	4.9	0.3	0	3	0.2	1.8	4.4	1.8	1.3	2.1	0.6	28.9	2.1	0	0	0	0	0	0.3	0.6	0.4	0.5	1.7	0	0	5.5	2.5	0.9	0	0.1	0.7	1.3	0.3	0	0	3.9	0	0.2	0	0	0	5.3	0	3.8	2.7	0	0	0.7	0.4	0	RTTN
0	0	0	0.1	0.1	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9	3.7	0.1	0.5	0	0	0	2.4	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	2.3	5.1	0	0	0	21.6	0	0	0	0	0	1.3	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IFIT5
